state,year,STDIR_amt,STDIR_n,STDIR_npos
DC,2020,-0.829881272220278,-0.792719827095894,-0.815449532734474
DE,2020,-0.247956537814867,-0.0611779555772716,-0.162590193411559
FL,2020,0.400491771126872,0.439890579931978,0.356698496421248
GA,2020,0.537446530447291,0.446337192112625,0.363935333065743
HI,2020,-0.305831368159968,-0.0128161616161616,-0.0958391098467799
IA,2020,0.201584872111227,0.197936279985107,0.0988739893993795
ID,2020,0.469069687063757,0.395461105222156,0.304313902018156
IL,2020,0.354778857901051,0.0610799659779233,-0.032624622629632
IN,2020,-0.30711319666875,0.343091583383017,0.246720541029446
KS,2020,0.344737592871721,0.333506797632212,0.256390460578499
KY,2020,0.100361380333774,0.382132167134452,0.299378423020082
LA,2020,0.571557307797824,0.615672561464046,0.557295730687772
MA,2020,-0.670782674949038,-0.334145064614986,-0.408583515150727
MD,2020,-0.597812840333837,-0.225159555617691,-0.29275160382014
ME,2020,-0.581398152938142,-0.0815084164079097,-0.182008558681599
MI,2020,0.278959392181238,0.139518893290368,0.0458959722282744
MN,2020,-0.0889158999662533,0.0733215159461478,-0.0241035535365779
MO,2020,0.332342347142009,0.278937400621841,0.249676318623477
MS,2020,0.622579764879735,0.704255574362597,0.660829320157608
MT,2020,0.36037802620938,0.403312927619734,0.322565673442866
NC,2020,0.347367691621645,0.261794185356738,0.17372071161248
ND,2020,0.676416622838452,0.506477290463556,0.452919145186164
NE,2020,0.750608223915357,0.24267850536441,0.146944828283509
NH,2020,-0.242663588060325,0.0947180744372631,0.0133557418962651
NJ,2020,-0.0005486635176013,0.101616635017316,0.00302767436130247
NM,2020,-0.162968784335927,0.0561928799876079,-0.0211325772074377
NV,2020,0.91027611230528,0.449553110469514,0.379436170293976
NY,2020,-0.489641304095258,-0.1460298076519,-0.233335933104182
OH,2020,0.277491930901622,0.252775396001625,0.165146053128419
OK,2020,0.420893609986403,0.497147572235421,0.432824321112122
OR,2020,-0.275163372068349,-0.101697623499842,-0.169509349794319
PA,2020,0.0312629876793187,-0.00690943253571685,-0.0952580745490714
RI,2020,-0.555040307047955,-0.161630490057008,-0.252398457814041
SC,2020,0.368543420028177,0.49824610472095,0.421493870329022
SD,2020,0.499412849025816,0.362087947671783,0.282239253582139
TN,2020,0.377965801348543,0.432311965337185,0.38918740745779
TX,2020,0.559822996513445,0.507857461850232,0.444120200813438
UT,2020,0.211701032630642,0.41818072674884,0.320791181523191
VA,2020,-0.12714511743812,0.114387613518536,0.0466064674762159
VT,2020,-0.631898573865503,-0.411292394655704,-0.490768273286771
WA,2020,-0.454215659377133,-0.0858741794334528,-0.156165510053332
WI,2020,0.472629357288248,0.18033620801836,0.0926545864389268
WV,2020,0.402490213765697,0.380588776448942,0.303370786516854
WY,2020,0.907096006068612,0.482945354806948,0.42147564700209
